nosaukums,Numurs,stils,dizains,Jauns,Apkārtne,Mēbeles,Santehnika,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,baseins,restorāns,apkalpošana numura,brokastis,bārs
Hotel Senlīči,860,0,0,0,0,0,0,2015,9,9.1,0,3,80,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Hotel Senlīči,861,0,0,0,0,0,0,2015,9,9.1,0,4,95,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Hotel Senlīči,862,0,0,0,0,0,0,2015,9,9.1,0,2,80,26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Hotel Senlīči,863,0,0,0,0,0,0,2015,9,9.1,0,3,95,26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Dzirnaviņas,864,0,0,0,0,0,0,2014,9.2,9.1,0,2,35,16,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Dzirnaviņas,865,0,0,0,0,0,0,2014,9.2,9.1,0,2,50,24,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Dzirnaviņas,866,0,0,0,0,0,0,2014,9.2,9.1,0,1,25,15,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Mercure Riga Centre,867,0,0,0,0,0,0,2014,8.4,9.1,0,2,69,20,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,868,0,0,0,0,0,0,2014,8.4,9.1,0,2,78,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,869,0,0,0,0,0,0,2014,8.4,9.1,0,1,63,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,870,0,0,0,0,0,0,2014,8.4,9.1,0,2,88,25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,871,0,0,0,0,0,0,2014,8.4,9.1,0,2,96,25,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,872,0,0,0,0,0,0,2014,8.4,9.1,0,3,101,25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,873,0,0,0,0,0,0,2014,8.4,9.1,0,3,109,25,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,874,0,0,0,0,0,0,2014,8.4,9.1,0,1,81,25,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,875,0,0,0,0,0,0,2014,8.4,9.1,0,2,115,30,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,876,0,0,0,0,0,0,2014,8.4,9.1,0,2,123,30,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,877,0,0,0,0,0,0,2014,8.4,9.1,0,3,128,30,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,878,0,0,0,0,0,0,2014,8.4,9.1,0,3,137,30,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,879,0,0,0,0,0,0,2014,8.4,9.1,0,1,108,30,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,880,0,0,0,0,0,0,2014,8.4,9.1,0,2,133,32,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,881,0,0,0,0,0,0,2014,8.4,9.1,0,2,141,32,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,882,0,0,0,0,0,0,2014,8.4,9.1,0,3,147,32,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,883,0,0,0,0,0,0,2014,8.4,9.1,0,3,155,32,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Mercure Riga Centre,884,0,0,0,0,0,0,2014,8.4,9.1,0,1,127,32,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Hotel Mare & Restaurant,885,0,0,0,0,0,0,2011,8.2,9.1,0,2,57,15,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Dzintars Hotel,886,0,0,0,0,0,0,2010,8.4,8.3,0,2,95,25,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1
Dzintars Hotel,887,0,0,0,0,0,0,2010,8.4,8.3,0,2,85,25,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1
Balvi Hotel,888,0,0,0,0,0,0,2010,7.8,9.1,0,2,46,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Balvi Hotel,889,0,0,0,0,0,0,2010,7.8,9.1,0,4,66,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Balvi Hotel,890,0,0,0,0,0,0,2010,7.8,9.1,0,1,29,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Family Hotel,891,0,0,0,0,0,0,2016,9.5,8.6,2,2,60,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Family Hotel,892,0,0,0,0,0,0,2016,9.5,8.6,2,3,79,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Family Hotel,893,0,0,0,0,0,0,2016,9.5,8.6,2,4,80,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Family Hotel,894,0,0,0,0,0,0,2016,9.5,8.6,2,5,100,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Family Hotel,895,0,0,0,0,0,0,2016,9.5,8.6,2,6,105,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Family Hotel,896,0,0,0,0,0,0,2016,9.5,8.6,2,1,50,60,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Family Hotel,897,0,0,0,0,0,0,2016,9.5,8.6,2,2,60,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Family Hotel,898,0,0,0,0,0,0,2016,9.5,8.6,2,3,80,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Family Hotel,899,0,0,0,0,0,0,2016,9.5,8.6,2,4,85,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Family Hotel,900,0,0,0,0,0,0,2016,9.5,8.6,2,1,55,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Closer to the Sea,901,0,0,0,0,0,0,2022,9.6,9.5,1,2,68,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Closer to the Sea,902,0,0,0,0,0,0,2022,9.6,9.5,1,3,72,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Closer to the Sea,903,0,0,0,0,0,0,2022,9.6,9.5,1,2,70,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Closer to the Sea,904,0,0,0,0,0,0,2022,9.6,9.5,1,3,77,50,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
O.K. Hotel,905,0,0,0,0,0,0,2017,9.1,9.1,0,2,40,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
O.K. Hotel,906,0,0,0,0,0,0,2017,9.1,9.1,0,2,40,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
O.K. Hotel,907,0,0,0,0,0,0,2017,9.1,9.1,0,2,40,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
O.K. Hotel,908,0,0,0,0,0,0,2017,9.1,9.1,0,4,55,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ierullē,909,0,0,0,0,0,0,2013,7.8,9.5,0,2,40,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ierullē,910,0,0,0,0,0,0,2013,7.8,9.5,0,1,30,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ierullē,911,0,0,0,0,0,0,2013,7.8,9.5,0,2,45,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ierullē,912,0,0,0,0,0,0,2013,7.8,9.5,0,1,35,17,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ierullē,913,0,0,0,0,0,0,2013,7.8,9.5,0,2,65,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ierullē,914,0,0,0,0,0,0,2013,7.8,9.5,0,1,55,45,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Holiday Apartment,915,0,0,0,0,0,0,2015,9.5,9.8,1,3,59,44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Holiday Apartment,916,0,0,0,0,0,0,2015,9.5,9.8,1,4,67,44,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SPA&Hotel MŪSA PARADISE,917,0,0,0,0,0,0,2020,8.4,8.4,0,2,53,35,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,918,0,0,0,0,0,0,2020,8.4,8.4,0,2,63,46,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,919,0,0,0,0,0,0,2020,8.4,8.4,0,1,57,46,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,920,0,0,0,0,0,0,2020,8.4,8.4,0,2,98,35,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,921,0,0,0,0,0,0,2020,8.4,8.4,0,2,108,35,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,922,0,0,0,0,0,0,2020,8.4,8.4,0,2,118,45,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,923,0,0,0,0,0,0,2020,8.4,8.4,0,2,138,35,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,924,0,0,0,0,0,0,2020,8.4,8.4,0,2,148,45,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,925,0,0,0,0,0,0,2020,8.4,8.4,0,2,150,42,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,926,0,0,0,0,0,0,2020,8.4,8.4,0,3,148,42,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,927,0,0,0,0,0,0,2020,8.4,8.4,0,3,83,48,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,928,0,0,0,0,0,0,2020,8.4,8.4,0,3,158,37,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,929,0,0,0,0,0,0,2020,8.4,8.4,0,3,178,42,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,930,0,0,0,0,0,0,2020,8.4,8.4,0,3,188,46,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,931,0,0,0,0,0,0,2020,8.4,8.4,0,4,98,58,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,932,0,0,0,0,0,0,2020,8.4,8.4,0,4,108,43,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,933,0,0,0,0,0,0,2020,8.4,8.4,0,4,118,59,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,934,0,0,0,0,0,0,2020,8.4,8.4,0,4,198,43,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,935,0,0,0,0,0,0,2020,8.4,8.4,0,4,218,59,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
SPA&Hotel MŪSA PARADISE,936,0,0,0,0,0,0,2020,8.4,8.4,0,4,227,43,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
Black Pearl Apartments,937,0,0,0,0,0,0,2019,9.1,9.1,1,2,105,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,938,0,0,0,0,0,0,2019,9.1,9.1,1,1,90,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,939,0,0,0,0,0,0,2019,9.1,9.1,1,2,115,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,940,0,0,0,0,0,0,2019,9.1,9.1,1,1,100,35,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,941,0,0,0,0,0,0,2019,9.1,9.1,1,2,120,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,942,0,0,0,0,0,0,2019,9.1,9.1,1,3,130,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,943,0,0,0,0,0,0,2019,9.1,9.1,1,4,140,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,944,0,0,0,0,0,0,2019,9.1,9.1,1,1,110,65,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,945,0,0,0,0,0,0,2019,9.1,9.1,1,2,130,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,946,0,0,0,0,0,0,2019,9.1,9.1,1,3,145,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,947,0,0,0,0,0,0,2019,9.1,9.1,1,2,130,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,948,0,0,0,0,0,0,2019,9.1,9.1,1,3,140,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,949,0,0,0,0,0,0,2019,9.1,9.1,1,4,150,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,950,0,0,0,0,0,0,2019,9.1,9.1,1,4,140,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,951,0,0,0,0,0,0,2019,9.1,9.1,1,5,155,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
Black Pearl Apartments,952,0,0,0,0,0,0,2019,9.1,9.1,1,6,170,45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
ESSE Apartament,953,0,0,0,0,0,0,2012,9.2,8.8,1,3,48,38,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
ESSE Apartament,954,0,0,0,0,0,0,2012,9.2,8.8,1,4,50,38,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
ESSE Apartament,955,0,0,0,0,0,0,2012,9.2,8.8,1,1,45,38,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
Ežmalas,956,0,0,0,0,0,0,2016,9.1,9.3,1,2,77,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ežmalas,957,0,0,0,0,0,0,2016,9.1,9.3,1,3,81,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ežmalas,958,0,0,0,0,0,0,2016,9.1,9.3,1,4,90,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ežmalas,959,0,0,0,0,0,0,2016,9.1,9.3,1,5,104,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ežmalas,960,0,0,0,0,0,0,2016,9.1,9.3,1,6,117,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ežmalas,961,0,0,0,0,0,0,2016,9.1,9.3,1,7,131,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ežmalas,962,0,0,0,0,0,0,2016,9.1,9.3,1,8,149,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ežmalas,963,0,0,0,0,0,0,2016,9.1,9.3,1,1,182,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A1 Hotel Riga City Center,964,0,0,0,0,0,0,2009,7.9,8.6,0,2,55,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
A1 Hotel Riga City Center,965,0,0,0,0,0,0,2009,7.9,8.6,0,2,85,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
A1 Hotel Riga City Center,966,0,0,0,0,0,0,2009,7.9,8.6,0,1,51,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Jaunsētas,967,0,0,0,0,0,0,2010,8,9.2,0,2,49,28,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Jaunsētas,968,0,0,0,0,0,0,2010,8,9.2,0,2,59,28,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Jaunsētas,969,0,0,0,0,0,0,2010,8,9.2,0,2,69,28,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Jaunsētas,970,0,0,0,0,0,0,2010,8,9.2,0,4,80,20,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Jaunsētas,971,0,0,0,0,0,0,2010,8,9.2,0,6,120,30,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Jaunsētas,972,0,0,0,0,0,0,2010,8,9.2,0,11,260,60,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Saules Club Apart Hotel,973,0,0,0,0,0,0,2014,9.1,9.6,1,2,81,55,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Saules Club Apart Hotel,974,0,0,0,0,0,0,2014,9.1,9.6,1,2,81,70,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Saules Club Apart Hotel,975,0,0,0,0,0,0,2014,9.1,9.6,1,4,108,80,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Saules Club Apart Hotel,976,0,0,0,0,0,0,2014,9.1,9.6,1,6,108,85,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Oškrogs,977,0,0,0,0,0,0,2012,8.1,8.3,0,2,45,15,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
Oškrogs,978,0,0,0,0,0,0,2012,8.1,8.3,0,2,60,15,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
Saulrieti,979,0,0,0,0,0,0,2010,8.4,9.7,1,2,55,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Saulrieti,980,0,0,0,0,0,0,2010,8.4,9.7,1,1,50,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Saulrieti,981,0,0,0,0,0,0,2010,8.4,9.7,1,2,55,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Saulrieti,982,0,0,0,0,0,0,2010,8.4,9.7,1,3,60,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Saulrieti,983,0,0,0,0,0,0,2010,8.4,9.7,1,4,65,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Saulrieti,984,0,0,0,0,0,0,2010,8.4,9.7,1,5,70,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Saulrieti,985,0,0,0,0,0,0,2010,8.4,9.7,1,5,90,50,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Nameja Apartments,986,0,0,0,0,0,0,2019,9,9.2,1,2,39,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Nameja Apartments,987,0,0,0,0,0,0,2019,9,9.2,1,3,46,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Nameja Apartments,988,0,0,0,0,0,0,2019,9,9.2,1,4,53,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Nameja Apartments,989,0,0,0,0,0,0,2019,9,9.2,1,1,36,55,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Trejdekšņi,990,0,0,0,0,0,0,2019,9.7,9.5,2,2,215,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Trejdekšņi,991,0,0,0,0,0,0,2019,9.7,9.5,2,3,220,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Trejdekšņi,992,0,0,0,0,0,0,2019,9.7,9.5,2,4,225,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Trejdekšņi,993,0,0,0,0,0,0,2019,9.7,9.5,2,5,230,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Trejdekšņi,994,0,0,0,0,0,0,2019,9.7,9.5,2,6,235,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Trejdekšņi,995,0,0,0,0,0,0,2019,9.7,9.5,2,7,240,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Trejdekšņi,996,0,0,0,0,0,0,2019,9.7,9.5,2,8,245,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Trejdekšņi,997,0,0,0,0,0,0,2019,9.7,9.5,2,9,250,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Trejdekšņi,998,0,0,0,0,0,0,2019,9.7,9.5,2,10,255,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Trejdekšņi,999,0,0,0,0,0,0,2019,9.7,9.5,2,11,260,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Trejdekšņi,1000,0,0,0,0,0,0,2019,9.7,9.5,2,12,265,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Trejdekšņi,1001,0,0,0,0,0,0,2019,9.7,9.5,2,13,270,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Trejdekšņi,1002,0,0,0,0,0,0,2019,9.7,9.5,2,14,275,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Trejdekšņi,1003,0,0,0,0,0,0,2019,9.7,9.5,2,15,280,120,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Trejdekšņi,1004,0,0,0,0,0,0,2019,9.7,9.5,2,1,210,120,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
Pilkalnes muiža,1005,0,0,0,0,0,0,2013,9.1,9.1,0,2,50,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pilkalnes muiža,1006,0,0,0,0,0,0,2013,9.1,9.1,0,3,65,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pilkalnes muiža,1007,0,0,0,0,0,0,2013,9.1,9.1,0,1,30,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pilkalnes muiža,1008,0,0,0,0,0,0,2013,9.1,9.1,0,2,50,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pilkalnes muiža,1009,0,0,0,0,0,0,2013,9.1,9.1,0,5,65,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pilkalnes muiža,1010,0,0,0,0,0,0,2013,9.1,9.1,0,1,30,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pilsberģu krogs,1011,0,0,0,0,0,0,2013,9.1,9.6,0,2,59,15,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Pilsberģu krogs,1012,0,0,0,0,0,0,2013,9.1,9.6,0,2,69,18,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Pilsberģu krogs,1013,0,0,0,0,0,0,2013,9.1,9.6,0,2,95,20,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Pilsberģu krogs,1014,0,0,0,0,0,0,2013,9.1,9.6,0,4,119,20,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Pilsberģu krogs,1015,0,0,0,0,0,0,2013,9.1,9.6,0,2,97,25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Pilsberģu krogs,1016,0,0,0,0,0,0,2013,9.1,9.6,0,4,110,25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Pilsberģu krogs,1017,0,0,0,0,0,0,2013,9.1,9.6,0,6,129,25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Pilsberģu krogs,1018,0,0,0,0,0,0,2013,9.1,9.6,0,1,39,25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Pullman Riga Old Town,1019,0,0,0,0,0,0,2016,8.9,9.3,0,2,94,24,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1020,0,0,0,0,0,0,2016,8.9,9.3,0,2,118,24,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1021,0,0,0,0,0,0,2016,8.9,9.3,0,1,99,24,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1022,0,0,0,0,0,0,2016,8.9,9.3,0,2,82,27,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1023,0,0,0,0,0,0,2016,8.9,9.3,0,2,118,27,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1024,0,0,0,0,0,0,2016,8.9,9.3,0,1,99,27,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1025,0,0,0,0,0,0,2016,8.9,9.3,0,2,100,25,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1026,0,0,0,0,0,0,2016,8.9,9.3,0,2,136,25,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1027,0,0,0,0,0,0,2016,8.9,9.3,0,1,117,25,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1028,0,0,0,0,0,0,2016,8.9,9.3,0,2,167,38,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1029,0,0,0,0,0,0,2016,8.9,9.3,0,2,203,38,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1030,0,0,0,0,0,0,2016,8.9,9.3,0,3,207,38,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1031,0,0,0,0,0,0,2016,8.9,9.3,0,3,261,38,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1032,0,0,0,0,0,0,2016,8.9,9.3,0,1,184,38,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1033,0,0,0,0,0,0,2016,8.9,9.3,0,2,185,38,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1034,0,0,0,0,0,0,2016,8.9,9.3,0,2,221,38,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1035,0,0,0,0,0,0,2016,8.9,9.3,0,3,225,38,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
Pullman Riga Old Town,1036,0,0,0,0,0,0,2016,8.9,9.3,0,3,279,38,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
