Numurs,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,,baseins,restorāns,apkalpošana numura,brokastis,bārs
1588,2022,9.7,9.8,3,4,101,170,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1589,2013,9.2,9.5,0,2,39,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1590,2013,9.2,9.5,0,1,35,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1591,2013,9.2,9.5,0,2,42,24,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1592,2013,9.2,9.5,0,1,40,24,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1593,2013,9.2,9.5,0,2,45,29,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1594,2013,9.2,9.5,0,1,41,29,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1595,2016,9,8.9,0,2,80,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1596,2007,7.5,9.6,0,2,61,24,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1597,2007,7.5,9.6,0,2,56,18,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1598,2007,7.5,9.6,0,3,71,24,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1599,2007,7.5,9.6,0,2,71,35,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1600,2007,7.5,9.6,0,3,76,25,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1601,2007,7.5,9.6,0,4,86,29,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1602,2007,7.5,9.6,0,1,52,18,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1603,2016,9,9.6,0,2,45,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1604,2016,9,9.6,0,3,60,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1605,2016,9,9.6,0,1,25,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1606,2023,9.7,9.4,1,2,100,25,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
1607,2009,8.2,9,0,2,40,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1608,2009,8.2,9,0,1,28,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1609,2009,8.2,9,0,2,40,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1610,2009,8.2,9,0,3,48,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1611,2009,8.2,9,0,4,64,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1612,2009,8.2,9,0,1,28,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1613,2023,7.7,8,1,2,42,34,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1614,2023,7.7,8,1,3,45,34,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1615,2023,7.7,8,1,4,50,34,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1616,2023,7.7,8,1,1,40,34,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1617,2020,9.6,9.6,0,2,55,30,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1618,2017,9.1,9.6,1,2,54,40,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1619,2017,9.1,9.6,1,3,61,40,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1620,2017,9.1,9.6,1,4,68,40,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1621,2017,9.1,9.6,1,1,48,40,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1622,2015,9,9.8,2,2,70,35,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1623,2017,9.2,9,2,4,60,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1624,2016,8.7,8.7,0,2,50,30,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1625,2016,8.7,8.7,0,3,55,30,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1626,2016,8.7,8.7,3,8,80,63,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1627,2020,9.3,9.2,2,4,72,48,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1628,2019,9.5,9.7,0,2,155,41,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1629,2019,9.5,9.7,0,3,230,41,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1630,2019,9.5,9.7,0,2,165,20,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1631,2018,9,9.4,1,2,60,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1632,2018,9,9.4,1,3,85,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1633,2018,9,9.4,1,4,110,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1634,2018,9,9.4,1,5,135,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1635,2018,9,9.4,1,6,160,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1636,2018,9,9.4,1,7,185,35,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1637,2019,9,9.3,1,2,55,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1638,2011,8.2,8.6,0,2,55,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1639,2011,8.2,8.6,0,2,40,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1640,2021,9.6,9.1,1,2,75,65,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1641,2021,9.6,9.1,1,3,95,65,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1642,2021,9.6,9.1,1,4,110,65,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1643,2021,9.6,9.1,1,1,45,65,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1644,2021,9.6,9.1,1,2,85,80,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1645,2021,9.6,9.1,1,3,110,80,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1646,2021,9.6,9.1,1,4,130,80,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1647,2021,9.6,9.1,1,1,55,80,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1648,2020,8.6,9.5,1,2,66,18,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1649,2020,8.6,9.5,1,2,69,18,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1650,2020,8.6,9.5,1,3,75,25,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1651,2021,9.1,9.4,1,2,60,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1652,2021,9.1,9.4,1,2,69,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1653,2015,7.6,7.6,0,2,45,24,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1654,2015,7.6,7.6,0,1,35,24,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1655,2015,7.6,7.6,0,2,50,24,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1656,2015,7.6,7.6,0,1,40,24,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1657,2015,7.6,7.6,0,2,60,27,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1658,2015,7.6,7.6,0,1,50,27,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1659,2018,9,8.6,1,5,90,55,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1660,2018,9,8.6,1,6,103,55,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1661,2018,9,8.6,2,4,90,60,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1662,2018,9,8.6,2,5,99,60,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1663,2018,9,8.6,2,6,103,60,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1664,2020,8.7,8.5,1,2,54,50,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1665,2020,8.7,8.5,1,3,64,50,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1666,2020,8.7,8.5,1,4,75,50,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1667,2020,8.7,8.5,1,1,48,50,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1668,2023,8.5,8,1,2,60,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1669,2022,8.7,8.2,2,2,97,60,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1670,2022,8.7,8.2,2,3,108,60,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1671,2012,7.9,8.6,0,2,69,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1672,2012,7.9,8.6,0,2,75,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1673,2012,7.9,8.6,0,2,130,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1674,2012,7.9,8.6,0,2,130,30,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1675,2012,7.9,8.6,0,3,85,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1676,2021,9.4,9.4,1,2,155,24,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
1677,2021,9.4,9.4,1,2,179,24,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
1678,2015,8.6,8.8,0,2,30,27,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1679,2015,8.6,8.8,0,3,40,27,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1680,2016,9.2,9.3,0,2,72,29,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1681,2016,9.2,9.3,0,3,86,36,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1682,2016,9.2,9.3,0,3,100,38,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1683,2019,9.3,9.1,1,4,150,50,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0
1684,2009,7.3,8,0,2,49,21,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1685,2014,8.1,9.1,0,2,30,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1686,2014,8.1,9.1,0,1,50,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1687,2014,8.1,9.1,0,3,45,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1688,2014,8.1,9.1,0,4,60,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1689,2014,8.1,9.1,0,5,75,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1690,2014,8.1,9.1,0,9,110,18,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1691,2019,9.6,9.6,0,2,85,24,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1692,2019,9.6,9.6,0,2,97,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1693,2019,9.6,9.6,0,3,102,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1694,2019,9.6,9.6,0,4,107,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1695,2019,9.6,9.6,0,1,96,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1696,2013,8.9,9.3,1,4,80,115,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1697,2013,8.9,9.3,4,12,175,115,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1698,2021,9.7,9.5,1,2,100,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1699,2021,9.7,9.5,1,3,110,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1700,2021,9.7,9.5,1,4,120,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1701,2021,9.7,9.5,1,5,130,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1702,2021,9.7,9.5,1,6,140,24,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1703,2022,9.8,9.6,1,2,135,200,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0
1704,2023,9,10,2,2,94,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
1705,2023,9,10,2,4,97,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
1706,2023,9,10,2,6,105,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
1707,2023,9,10,2,1,73,50,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
1708,2021,9.8,9.3,1,6,117,80,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1709,2023,8.9,9.3,1,2,114,24,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1710,2023,8.9,9.3,1,1,108,24,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1711,2010,8,9.4,0,2,68,16,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1712,2010,8,9.4,0,2,75,16,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1713,2010,8,9.4,0,2,72,16,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1714,2010,8,9.4,0,2,80,16,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1715,2010,8,9.4,0,2,110,30,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1716,2019,9.6,9.5,1,2,61,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1717,2019,9.6,9.5,1,3,63,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1718,2019,9.6,9.5,1,4,69,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1719,2019,9.6,9.5,1,5,80,49,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1720,2022,9.5,9.7,1,2,99,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1721,2022,9.5,9.7,1,1,93,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1722,2022,9.5,9.7,1,2,102,60,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1723,2022,9.5,9.7,1,3,117,60,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1724,2022,9.5,9.7,1,4,132,60,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1725,2022,9.5,9.7,1,2,106,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1726,2022,9.5,9.7,1,3,121,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1727,2022,9.5,9.7,1,4,136,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1728,2022,9.5,9.7,1,1,100,65,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1729,2022,9.5,9.7,1,2,112,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1730,2022,9.5,9.7,1,3,127,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1731,2022,9.5,9.7,1,4,142,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1732,2022,9.5,9.7,1,5,157,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1733,2022,9.5,9.7,1,6,172,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1734,2022,9.5,9.7,1,1,106,85,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1735,2023,9.6,10,2,4,54,107,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1736,2014,8.7,9.5,0,2,40,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1737,2022,9.3,9.3,1,2,180,35,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
1738,2022,9.3,9.3,1,3,198,35,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
1739,2008,9,9.3,1,4,200,100,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1740,2008,9,9.3,3,6,300,100,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1741,2017,9.2,9.5,0,2,55,43,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
1742,2010,8.1,8.9,0,2,70,18,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1
1743,2010,8.1,8.9,0,2,75,18,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1
1744,2010,8.1,8.9,0,3,95,25,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1
1745,2022,9.2,9.1,1,2,43,53,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1746,2022,9.2,9.1,1,3,48,53,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1747,2022,9.2,9.1,1,1,41,53,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1748,2019,9.4,9.6,0,2,40,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1749,2022,9.9,9.7,1,2,85,24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1750,2022,9.9,9.7,1,3,100,24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1751,2022,9.9,10,0,2,138,18,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1752,2022,9.9,10,0,2,143,18,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1753,2022,9.9,10,0,2,154,18,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1754,2022,9.9,10,0,2,193,25,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1755,2021,9.1,9.4,0,2,75,16,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1756,2021,9.1,9.4,0,2,95,16,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1757,2021,9.1,9.4,1,3,150,40,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1758,2021,9.1,9.4,2,4,145,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1759,2021,8.8,9.3,0,2,45,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1760,2021,8.8,9.3,0,3,50,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1761,2021,8.8,9.3,0,4,55,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1762,2021,8.8,9.3,0,1,43,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1763,2020,9.5,9.5,1,2,100,25,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1764,2020,9.5,9.5,1,3,110,25,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1765,2020,9.5,9.5,1,4,120,25,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1766,2009,8.3,9.6,0,2,50,18,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1
1767,2009,8.3,9.6,0,3,70,25,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1
1768,2009,8.3,9.6,0,4,65,20,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1
1769,2009,8.3,9.6,0,6,120,100,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1
1770,2015,9.4,9.9,1,2,70,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1771,2015,9.4,9.9,1,3,77,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1772,2015,9.4,9.9,1,1,63,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1773,2015,9.4,9.9,1,2,73,40,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1774,2015,9.4,9.9,1,3,80,40,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1775,2015,9.4,9.9,1,1,66,40,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1776,2015,9.4,9.9,1,2,80,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1777,2015,9.4,9.9,1,3,88,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1778,2015,9.4,9.9,1,1,72,50,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1779,2015,9.4,9.9,1,2,90,34,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1780,2015,9.4,9.9,1,1,81,34,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1781,2015,9.4,9.9,1,2,100,33,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1782,2015,9.4,9.9,1,1,90,33,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1783,2015,9.4,9.9,1,2,105,43,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1784,2015,9.4,9.9,1,3,116,43,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1785,2015,9.4,9.9,1,1,95,43,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1786,2009,8.8,9.5,0,2,114,22,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1787,2009,8.8,9.5,0,2,137,40,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1788,2009,8.8,9.5,0,2,154,40,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1789,2009,8.8,9.5,0,1,103,34,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1790,2022,9.9,9.6,2,3,64,68,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1791,2018,8.5,8.8,1,2,59,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1792,2018,8.5,8.8,1,3,70,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1793,2018,8.5,8.8,1,4,83,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1794,2018,8.5,8.8,1,5,95,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1795,2022,9.3,8.9,0,2,50,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1796,2022,9.3,8.9,0,2,60,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1797,2022,9.3,8.9,0,3,80,25,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1798,2022,9.3,8.9,0,4,100,32,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1799,2019,9,8.2,0,2,80,21,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1800,2019,9,8.2,0,2,53,20,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1801,2019,9,8.2,0,2,63,29,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1802,2023,7.3,9.2,2,2,45,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1803,2023,7.3,9.2,2,3,47,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1804,2023,7.3,9.2,2,4,50,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1805,2023,7.3,9.2,2,5,53,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1806,2023,7.3,9.2,2,6,56,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1807,2023,7.3,9.2,2,1,42,70,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1808,2018,9.5,9.4,2,2,50,44,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1809,2018,9.5,9.4,2,3,80,44,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1810,2018,9.5,9.4,2,4,100,44,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1811,2014,9.1,9.8,2,2,100,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1812,2014,9.1,9.8,2,3,120,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1813,2014,9.1,9.8,2,4,140,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1814,2014,9.1,9.8,2,5,160,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1815,2014,9.1,9.8,2,6,180,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1816,2014,9.1,9.8,2,7,200,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1817,2014,9.1,9.8,2,1,80,100,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1818,2014,9.7,9.9,0,3,75,46,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1819,2014,9.7,9.9,0,2,80,65,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1820,2014,9.7,9.9,1,3,75,46,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1821,2023,9.7,9.5,2,2,61,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1822,2023,9.7,9.5,2,3,65,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1823,2023,9.7,9.5,2,4,72,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1824,2023,9.7,9.5,2,1,58,72,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1825,2014,7.9,8,0,2,40,18,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1826,2017,9.5,9.4,3,2,99,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1827,2017,9.5,9.4,3,3,113,120,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
