Numurs,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,,baseins,restorāns,apkalpošana numura,brokastis,bārs
1037,2009,8.9,9.3,0,2,64,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1038,2009,8.9,9.3,0,2,81,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1039,2009,8.9,9.3,0,3,119,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1040,2009,8.9,9.3,0,4,128,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1041,2009,8.9,9.3,0,5,136,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1042,2009,8.9,9.3,0,6,149,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1043,2009,8.9,9.3,0,7,175,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1044,2010,9.2,9.6,0,2,75,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1045,2010,9.2,9.6,0,1,29,30,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1046,2010,9.2,9.6,0,1,30,25,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1047,2010,9.2,9.6,0,1,33,20,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1048,2005,7.8,8,0,2,53,17,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1049,2005,7.8,8,0,2,74,22,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1050,2005,7.8,8,0,2,93,18,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1051,2005,7.8,8,0,3,74,22,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1052,2005,7.8,8,0,4,93,15,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1053,2005,7.8,8,0,1,46,15,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1054,2022,9.4,9.7,1,2,100,25,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
1055,2022,9.4,9.7,1,3,103,25,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
1056,2022,9.4,9.7,1,4,106,25,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
1057,2022,9.4,9.7,1,1,97,25,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
1058,2022,9.4,9.7,1,2,145,60,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
1059,2022,9.4,9.7,1,3,148,60,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
1060,2022,9.4,9.7,1,4,151,60,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
1061,2022,9.4,9.7,1,5,154,60,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
1062,2022,9.4,9.7,1,1,142,60,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
1063,2023,9.4,9.5,0,2,40,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1064,2023,9.4,9.5,0,2,50,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1065,2023,9.4,9.5,0,3,55,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1066,2023,9.4,9.5,0,5,65,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1067,2009,7.8,8.1,0,2,49,15,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1068,2009,7.8,8.1,0,2,60,15,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1069,2009,7.8,8.1,0,2,85,28,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1070,2009,7.8,8.1,0,2,100,57,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1071,2009,7.8,8.1,0,3,65,21,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1072,2009,7.8,8.1,0,3,82,21,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1073,2009,7.8,8.1,0,1,40,15,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1074,2009,7.8,8.1,0,1,46,15,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1075,2023,9.4,9.4,0,2,46,15,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1076,2023,9.4,9.4,0,1,41,15,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1077,2009,9.2,9.8,0,2,100,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1078,2009,9.2,9.8,0,2,105,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1079,2009,9.2,9.8,0,2,130,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1080,2009,9.2,9.8,0,2,170,55,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1081,2010,9.3,8.7,0,2,60,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1082,2010,9.3,8.7,0,2,75,34,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1083,2010,9.3,8.7,0,1,50,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1084,2014,8.7,9,0,2,50,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1085,2014,8.7,9,0,3,75,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1086,2014,8.7,9,0,4,100,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1087,2014,8.7,9,0,1,25,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1088,2009,9.3,9.7,0,2,83,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1089,2009,9.3,9.7,0,2,91,26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1090,2009,9.3,9.7,0,1,73,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1091,2009,9.3,9.7,0,1,81,26,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1092,2009,9.3,9.7,0,2,86,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1093,2009,9.3,9.7,0,2,94,32,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1094,2009,9.3,9.7,0,1,76,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1095,2009,9.3,9.7,0,1,84,32,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1096,2009,9.3,9.7,0,2,89,33,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1097,2009,9.3,9.7,0,2,97,33,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1098,2009,9.3,9.7,0,1,79,33,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1099,2009,9.3,9.7,0,1,87,33,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1100,2009,9.3,9.7,0,2,131,49,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1101,2009,9.3,9.7,0,2,139,49,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1102,2023,9.7,9.7,4,2,389,350,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1103,2023,9.7,9.7,4,4,486,350,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1104,2023,9.7,9.7,4,8,540,350,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1105,2018,7.9,9.4,1,2,33,30,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1106,2018,7.9,9.4,1,2,38,30,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1107,2018,7.9,9.4,1,1,33,30,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1108,2022,9.8,9.8,1,2,154,35,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1109,2022,9.8,9.8,1,3,162,35,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1110,2022,9.8,9.8,1,4,180,35,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1111,2022,9.8,9.8,1,1,145,35,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1112,2009,8.9,9.5,0,2,80,21,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1113,2009,8.9,9.5,0,1,53,21,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1114,2009,8.9,9.5,0,2,106,46,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1115,2009,8.9,9.5,0,1,95,46,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1116,2014,9.2,9.3,0,2,35,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1117,2014,9.2,9.3,0,2,40,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1118,2014,9.2,9.3,0,1,28,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1119,2013,8.3,9.5,0,2,71,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1120,2015,8.5,9.4,0,2,68,17,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1121,2015,8.5,9.4,0,2,78,17,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1122,2015,8.5,9.4,0,3,86,17,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1123,2015,8.5,9.4,0,3,113,17,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1124,2015,8.5,9.4,0,2,107,22,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1125,2015,8.5,9.4,0,2,142,22,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1126,2015,8.5,9.4,0,3,137,38,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1127,2015,8.5,9.4,0,3,188,38,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1128,2015,8.5,9.4,0,4,154,38,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1129,2015,8.5,9.4,0,1,62,17,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1130,2009,7.7,9.2,0,2,63,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1131,2009,7.7,9.2,0,2,68,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1132,2009,7.7,9.2,0,2,70,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1133,2009,7.7,9.2,0,3,92,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1134,2009,7.7,9.2,0,1,59,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1135,2009,7.7,9.2,0,5,64,32,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1136,2013,0.3,9.6,0,2,70,15,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1137,2013,0.3,9.6,0,2,80,18,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1138,2013,0.3,9.6,0,2,99,18,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1139,2013,0.3,9.6,0,2,105,23,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1140,2013,0.3,9.6,0,3,141,23,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1141,2013,0.3,9.6,0,2,142,35,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1142,2013,0.3,9.6,0,3,193,35,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1143,2013,0.3,9.6,0,1,64,20,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1144,2021,8.3,9.4,0,2,76,22,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1145,2021,8.3,9.4,0,2,122,40,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1146,2021,8.3,9.4,0,2,292,65,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1147,2009,8.1,8.4,0,2,49,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1148,2009,8.1,8.4,0,2,54,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1149,2009,8.1,8.4,0,3,73,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1150,2009,8.1,8.4,0,4,87,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1151,2009,8.1,8.4,0,1,43,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1152,2020,9.4,9.3,1,2,45,26,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1153,2019,8.9,9.7,0,2,83,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1154,2019,8.9,9.7,0,2,128,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1155,2019,8.9,9.7,0,1,107,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1156,2019,8.9,9.7,0,2,81,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1157,2019,8.9,9.7,0,2,128,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1158,2019,8.9,9.7,0,1,107,24,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1159,2019,8.9,9.7,0,2,112,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1160,2019,8.9,9.7,0,2,162,23,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1161,2019,8.9,9.7,0,3,130,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1162,2019,8.9,9.7,0,3,202,23,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1163,2019,8.9,9.7,0,1,141,23,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1164,2017,9.3,9.7,0,2,160,23,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1165,2017,9.3,9.7,0,2,196,23,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1166,2017,9.3,9.7,0,1,150,23,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1167,2017,9.3,9.7,0,1,172,23,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1168,2017,9.3,9.7,0,2,196,26,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1169,2017,9.3,9.7,0,2,232,26,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1170,2017,9.3,9.7,0,2,214,35,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1171,2017,9.3,9.7,0,2,250,35,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1172,2017,9.3,9.7,0,2,268,38,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1173,2017,9.3,9.7,0,2,308,38,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1174,2017,9.3,9.7,0,1,258,38,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1175,2017,9.3,9.7,0,1,280,38,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1176,2017,9.3,9.7,0,2,268,42,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1177,2017,9.3,9.7,0,2,308,42,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1178,2017,9.3,9.7,0,1,258,42,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1179,2017,9.3,9.7,0,1,280,42,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1180,2017,9.3,9.7,0,2,362,50,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1181,2017,9.3,9.7,0,2,398,50,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1182,2017,9.3,9.7,0,2,443,66,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1183,2017,9.3,9.7,0,2,479,66,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1184,2013,7.7,8.7,0,2,50,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1185,2013,7.7,8.7,0,3,70,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1186,2013,7.7,8.7,1,2,75,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1187,2013,7.7,8.7,1,3,90,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1188,2013,7.7,8.7,0,1,40,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
1189,2018,9.7,9.6,3,2,58,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1190,2018,9.7,9.6,3,3,88,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1191,2018,9.7,9.6,3,4,116,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1192,2018,9.7,9.6,3,5,143,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1193,2018,9.7,9.6,3,6,170,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1194,2017,9.7,9.7,2,4,100,100,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
1195,2017,9.7,9.7,2,5,110,100,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
1196,2017,9.7,9.7,2,6,120,100,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
1197,2017,9.7,9.7,2,7,130,100,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
1198,2017,9.7,9.7,2,8,140,100,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
1199,2017,9.7,9.7,2,9,150,100,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
1200,2017,9.7,9.7,2,10,160,100,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
1201,2017,9.7,9.7,2,11,170,100,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
1202,2015,9.6,9.3,2,5,110,140,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
1203,2008,8.2,9.2,1,2,55,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1204,2008,8.2,9.2,1,2,70,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1205,2008,8.2,9.2,1,1,61,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1206,2008,8.2,9.2,1,2,82,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1207,2008,8.2,9.2,1,2,97,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1208,2008,8.2,9.2,1,1,88,18,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1209,2008,8.2,9.2,1,2,91,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1210,2008,8.2,9.2,1,2,107,35,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1211,2008,8.2,9.2,1,3,109,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1212,2008,8.2,9.2,1,3,131,35,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1213,2008,8.2,9.2,1,1,88,35,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1214,2008,8.2,9.2,1,2,109,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1215,2008,8.2,9.2,1,2,124,35,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1216,2008,8.2,9.2,1,3,136,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1217,2008,8.2,9.2,1,3,158,35,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1218,2008,8.2,9.2,1,1,115,35,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
1219,2013,8.8,8.6,0,2,50,16,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1220,2013,8.8,8.6,0,2,55,22,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1221,2013,8.8,8.6,0,2,55,41,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1222,2013,8.8,8.6,0,3,75,41,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1223,2013,8.8,8.6,0,4,100,41,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1224,2013,8.8,8.6,0,5,125,41,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1225,2013,8.8,8.6,0,6,150,41,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1226,2013,8.8,8.6,0,7,175,41,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1227,2013,8.8,8.6,0,8,200,41,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1228,2012,8,9.3,0,2,53,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
1229,2012,8,9.3,0,2,80,54,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
1230,2012,8,9.3,0,4,50,30,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
1231,2012,8,9.3,0,4,60,54,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
1232,2022,9.4,8.8,0,2,93,26,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1233,2022,9.4,8.8,0,3,121,26,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1234,2022,9.4,8.8,0,2,95,28,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1235,2022,9.4,8.8,0,3,123,28,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1236,2022,9.4,8.8,0,2,98,22,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1237,2022,9.4,8.8,0,2,102,30,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1238,2022,9.4,8.8,0,3,132,30,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1239,2022,9.4,8.8,0,2,107,33,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1240,2022,9.4,8.8,0,3,138,33,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1241,2022,9.4,8.8,0,4,169,33,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1242,2022,9.4,8.8,0,2,112,24,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1243,2022,9.4,8.8,0,3,140,24,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1244,2022,9.4,8.8,0,4,159,58,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1245,2022,9.4,8.8,2,4,183,56,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1246,2022,9.4,8.8,2,5,228,56,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1247,2022,9.4,8.8,2,6,274,56,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1248,2022,9.4,8.8,2,7,336,56,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1249,2022,9.4,8.8,2,8,365,56,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1250,2022,9.8,9.7,1,2,64,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1251,2022,9.8,9.7,1,3,74,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1252,2022,9.8,9.7,1,4,77,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1253,2022,9.8,9.7,1,1,58,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1254,2018,8.4,9,0,2,40,16,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1255,2018,8.4,9,0,1,38,16,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1256,2018,8.4,9,0,2,48,17,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1257,2018,8.4,9,0,3,59,22,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1258,2018,8.4,9,0,3,59,17,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1259,2013,8.7,9.6,0,2,89,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1260,2013,8.7,9.6,0,2,113,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1261,2013,8.7,9.6,0,1,98,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1262,2013,8.7,9.6,0,2,95,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1263,2013,8.7,9.6,0,2,123,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1264,2013,8.7,9.6,0,1,108,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1265,2019,9.3,9.5,3,3,115,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1266,2019,9.3,9.5,3,4,130,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1267,2019,9.3,9.5,3,5,145,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1268,2019,9.3,9.5,3,6,160,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1269,2019,9.3,9.5,3,7,175,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1270,2019,9.3,9.5,3,8,190,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1271,2016,8.7,8.8,0,2,50,25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1272,2016,8.7,8.8,0,2,57,25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1273,2016,8.7,8.8,0,2,65,25,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1274,2016,8.7,8.8,0,3,60,30,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
1275,2016,8.7,8.8,0,3,70,30,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
